Address,Longitude,Latitude,Landlord,Neighbourhood,Apartment Building,Apartment Building Property Type,Apartment Building Property Management,Year Built,Year Registered,Apartment Building Units,Apartment Building Storeys,RentSafeTO Evaluation Completed On,RentSafeTO Score,Has AGI,Dates AGI Initiated,Received TDF,Received TDF Year,TDF Reduced Increase By,Rooming House,Rooming House Status
75 Dowling Ave,-79.437588,43.635078,Toronto Community Housing,South Parkdale,TRUE,Toronto Community Housing,Unknown,1989,2017,138,7,2021-04-28,68,FALSE,,FALSE,,,FALSE,
120 Dowling Ave,-79.4388801,43.6364736,1271191 Ontario Ltd,South Parkdale,TRUE,Privately owned,Pergos Developments,1900,2017,17,3,2020-11-04,60,FALSE,,FALSE,,,FALSE,
29 Louvain Ave,-79.3369195,43.6625459,Toronto Community Housing,South Riverdale,TRUE,Toronto Community Housing,TCH,1993,2017,51,4,2019-12-04,66,FALSE,,FALSE,,,FALSE,
110 Unity Rd,-79.3299291,43.6779343,Widworthy Charitable,Greenwood-Coxwell,TRUE,Social housing,Dms Property Management Ltd.,1983,2017,174,8,2020-11-19,90,FALSE,,FALSE,,,FALSE,
3 Elm Grove Ave,-79.4301824,43.6388172,Unknown,South Parkdale,TRUE,Privately owned,Reitter Management Corporation,1931,2019,12,3,2020-12-12,65,FALSE,,FALSE,,,FALSE,
63 Wasdale Cres,-79.4373811,43.7301888,Unknown,Englemount-Lawrence,TRUE,Privately owned,Unknown,1950,2018,11,3,2019-11-21,91,FALSE,,FALSE,,,FALSE,
35 Wasdale Cres,-79.4348962,43.7307251,Unknown,Englemount-Lawrence,TRUE,Privately owned,Greto Investments,1955,2017,10,3,2020-12-02,68,FALSE,,FALSE,,,FALSE,
33 Wasdale Cres,-79.4346267,43.7308159,1957248 Ontario Inc,Englemount-Lawrence,TRUE,Privately owned,1957248 Ontario Inc,1960,2017,11,3,2020-12-03,71,FALSE,,FALSE,,,FALSE,
42 Saranac Blvd,-79.4317053,43.7232355,Westdale Construction Co Ltd,Englemount-Lawrence,TRUE,Privately owned,Westdale Properties,1960,2017,28,3,2020-12-02,87,FALSE,,FALSE,,,FALSE,
3 Drexel Rd,-79.433349,43.7219593,Terrace Manor Ltd,Englemount-Lawrence,TRUE,Privately owned,Unknown,1954,2017,26,3,2019-02-11,89,FALSE,,FALSE,,,FALSE,
14 Saranac Blvd,-79.4332564,43.7216192,Terrace Manor Ltd,Englemount-Lawrence,TRUE,Privately owned,Unknown,1954,2017,26,3,2019-11-20,76,FALSE,,FALSE,,,FALSE,
1675 Eglinton Ave W,-79.4460732,43.69628,Biercap O'connor Eglinton Inc,Oakwood Village,TRUE,Privately owned,Unknown,1960,2017,37,3,2020-12-08,78,FALSE,,FALSE,,,FALSE,
330 Hopewell Ave,-79.4421601,43.7010164,330 Hopewell Ltd,Briar Hill-Belgravia,TRUE,Privately owned,Canal Property Mangement,1959,2020,67,7,2019-11-20,74,TRUE,2017-03-17,FALSE,,,FALSE,
370 Ridelle Ave,-79.440825,43.704639,Tenen Investments Limited,Briar Hill-Belgravia,TRUE,Privately owned,Unknown,1965,2017,214,28,2020-12-15,91,TRUE,2017-12-01,FALSE,,,FALSE,
3 Thornton Ave,-79.4547439,43.69294,Unknown,Caledonia-Fairbank,TRUE,Privately owned,Unknown,1960,2017,17,3,2020-12-08,81,FALSE,,FALSE,,,FALSE,
2005 Eglinton Ave W,-79.4549867,43.6942429,2005 Diana Apts Inc,Caledonia-Fairbank,TRUE,Privately owned,Unknown,1959,2017,78,5,2020-11-30,83,FALSE,,FALSE,,,FALSE,
230 Lake Promenade,-79.5305383,43.5894805,Lake Promenade Apartments Limited,Long Branch,TRUE,Privately owned,Compten Management Inc.,1964,2017,118,7,2019-02-01,58,FALSE,,FALSE,,,FALSE,
22 A Long Branch Ave,-79.5323857,43.5901159,Unknown,Long Branch,TRUE,Privately owned,Unknown,1957,2017,11,3,2019-10-30,75,FALSE,,FALSE,,,FALSE,
40 Teesdale Pl,-79.286668,43.697217,Toronto Community Housing,Oakridge,TRUE,Toronto Community Housing,Unknown,1971,2017,278,24,2020-11-21,72,FALSE,,FALSE,,,FALSE,
3479 St Clair Ave E,-79.2692162,43.7142974,Toronto Community Housing,Clairlea-Birchmount,TRUE,Toronto Community Housing,Del Management,1970,2017,94,8,2020-12-18,64,FALSE,,FALSE,,,FALSE,
675 Kennedy Rd,-79.264354,43.7270353,Toronto Community Housing,Kennedy Park,TRUE,Toronto Community Housing,Del Management,1969,2017,192,11,2020-11-05,67,FALSE,,FALSE,,,FALSE,
3847 Lawrence Ave E,-79.2104933,43.7624933,Toronto Community Housing,Woburn,TRUE,Toronto Community Housing,Del Managment,1969,2017,213,13,2019-11-28,84,FALSE,,FALSE,,,FALSE,
30 Gordonridge Pl,-79.2521737,43.7270986,Toronto Community Housing,Kennedy Park,TRUE,Toronto Community Housing,TCH,1972,2017,231,17,2020-11-07,76,FALSE,,FALSE,,,FALSE,
709 Kennedy Rd,-79.2656664,43.7281398,576047 Ontario Inc,Kennedy Park,TRUE,Privately owned,Unknown,1958,2017,79,6,2020-11-12,80,FALSE,,FALSE,,,FALSE,
2360 Eglinton Ave E,-79.272416,43.7320206,Overbank Towers,Ionview,TRUE,Privately owned,Unknown,1965,2017,130,7,2019-11-25,81,TRUE,2017-02-01,FALSE,,,FALSE,
879 Kennedy Rd,-79.2705819,43.7399667,Unknown,Ionview,TRUE,Privately owned,Accadia Apartments,1960,2017,29,4,2020-12-07,86,FALSE,,FALSE,,,FALSE,
893 Kennedy Rd,-79.2707963,43.7404065,Wilson Kennedy Holdings Inc,Ionview,TRUE,Privately owned,Unknown,1961,2017,77,7,2019-11-25,78,FALSE,,FALSE,,,FALSE,
2595 Keele St,-79.4794938,43.7184285,1750137 Ontario Inc,Maple Leaf,TRUE,Privately owned,Sulin Property Group,1958,2017,23,3,2021-04-28,75,FALSE,,FALSE,,,FALSE,
512 Rustic Rd,-79.4792139,43.7187838,Antwil Investments Inc,Maple Leaf,TRUE,Privately owned,Unknown,1958,2017,23,3,2020-10-21,80,FALSE,,FALSE,,,FALSE,
2550 Keele St,-79.4800851,43.7159264,Quantum Apartments Inc,Maple Leaf,TRUE,Privately owned,Unknown,1955,2017,12,3,2020-10-27,78,FALSE,,FALSE,,,FALSE,
1650 Sheppard Ave E,-79.3490803,43.7751242,2076203 Ontario Limited,Don Valley Village,TRUE,Privately owned,Unknown,1969,2017,149,15,2020-11-20,88,FALSE,,FALSE,,,FALSE,
71 Talara Dr,-79.379422,43.7656378,Rockbrook Developments Inc,Bayview Village,TRUE,Privately owned,Signet Group Inc,1959,2017,29,3,2019-11-07,67,TRUE,2016-11-25,FALSE,,,FALSE,
165 La Rose Ave,-79.525135,43.684284,Royal Rose Apartments Limited,Humber Heights-Westmount,TRUE,Privately owned,Unknown,1979,2017,211,12,2020-10-08,75,FALSE,,FALSE,,,FALSE,
2085-2101 Islington Ave,-79.548939,43.703367,Unknown,Kingsview Village-The Westway,TRUE,Privately owned,Unknown,1970,2017,266,20,2019-10-28,79,FALSE,,FALSE,,,FALSE,
1555 Birchmount Rd,-79.2897224,43.7606302,2417087 Ontario Inc,Dorset Park,TRUE,Privately owned,Unknown,1950,2017,46,6,2020-12-17,79,FALSE,,FALSE,,,FALSE,
1191 Ellesmere Rd,-79.2689054,43.7678858,Chopra Holdings,Bendale,TRUE,Privately owned,Unknown,1976,2017,27,4,2020-12-18,79,TRUE,"2019-06-11, 2016-06-08",FALSE,,,FALSE,
25 Greenbrae Crct,-79.232379,43.758773,Unknown,Woburn,TRUE,Privately owned,Unknown,1962,2017,60,6,2019-11-28,83,FALSE,,FALSE,,,FALSE,
1550 Lawrence Ave W,-79.4861673,43.7072259,Laurentia Holdings Inc Trustee,Maple Leaf,TRUE,Privately owned,Zentil Group Of Companies,1963,2017,96,7,2020-10-26,71,TRUE,2018-01-05,FALSE,,,FALSE,
2622 Keele St,-79.4809669,43.7197842,Unknown,Maple Leaf,TRUE,Privately owned,Maria Forte,1954,2017,11,3,2019-11-05,68,FALSE,,FALSE,,,FALSE,
2618 Keele St,-79.4807779,43.7193462,Andeca Holdings Limited,Maple Leaf,TRUE,Privately owned,Cintrex Property Management,1955,,11,3,2019-11-05,66,FALSE,,FALSE,,,FALSE,
25 Richview Rd,-79.513967,43.6846615,Batise Investments Ltd,Edenbridge-Humber Valley,TRUE,Privately owned,H & R Property Management Ltd,1973,2017,141,15,2019-10-29,86,FALSE,,FALSE,,,FALSE,
105 La Rose Ave,-79.520554,43.685233,1314201 Ontario Limited,Humber Heights-Westmount,TRUE,Privately owned,Larose Holdings,1971,2017,180,12,2020-10-08,71,FALSE,,FALSE,,,FALSE,
11 Rochefort Dr,-79.335988,43.718012,Unknown,Flemingdon Park,TRUE,Privately owned,Unknown,1960,2017,64,3,2019-11-05,84,FALSE,,FALSE,,,FALSE,
17 Renwick Cres,-79.3366607,43.6606103,Unknown,South Riverdale,TRUE,Social housing,Unknown,1996,2017,80,4,2019-12-09,74,FALSE,,FALSE,,,FALSE,
1535 Birchmount Rd,-79.2895987,43.7598465,1535 Birchmount Investments Inc,Dorset Park,TRUE,Privately owned,Unknown,1960,2017,37,4,2019-11-25,83,FALSE,,FALSE,,,FALSE,
275 Cassandra Blvd,-79.314975,43.753219,M&R Holdings,Parkwoods-Donalda,TRUE,Privately owned,M&R Property Management,1965,2017,164,12,2019-11-04,82,TRUE,2017-06-01,TRUE,2018,0.6%,FALSE,
290 The Kingsway,-79.5210336,43.6633535,Unknown,Edenbridge-Humber Valley,TRUE,Privately owned,Unknown,1977,2017,22,4,2021-05-06,78,FALSE,,FALSE,,,FALSE,
2250 Lawrence Ave E,-79.2783367,43.7493297,Unknown,Dorset Park,TRUE,Privately owned,John Ulrich  Management,1968,2017,33,6,2019-11-25,85,FALSE,,FALSE,,,FALSE,
3 Glamorgan Ave,-79.282778,43.768704,Great World Properties Ltd,Dorset Park,TRUE,Privately owned,Living Properties Inc.,1984,2017,139,10,2020-12-18,73,FALSE,,FALSE,,,FALSE,
30 Antrim Cres,-79.2859347,43.7723207,Progress Developments,Dorset Park,TRUE,Privately owned,H & R Property Management Ltd.,1972,2017,135,10,2020-11-03,85,FALSE,,FALSE,,,FALSE,
1181 Ellesmere Rd,-79.2692023,43.7677731,Chopra Holdings,Bendale,TRUE,Privately owned,Unknown,1976,2017,32,4,2020-12-18,75,TRUE,2019-06-11,FALSE,,,FALSE,
555 Brimorton Dr,-79.2313983,43.7728934,Unknown,Woburn,TRUE,Privately owned,Amaz Property Management,1965,2017,180,15,2020-11-23,82,FALSE,,FALSE,,,FALSE,
2 Pimlico Rd,-79.48288,43.7078183,Broken Goat Investments Inc,Maple Leaf,TRUE,Privately owned,Brokengoat Investments,1959,2017,12,3,2020-10-20,87,FALSE,,FALSE,,,FALSE,
80 Bartley Dr,-79.3066219,43.7226267,Unknown,Victoria Village,TRUE,Privately owned,Unknown,1962,2017,10,3,2020-12-23,73,FALSE,,FALSE,,,FALSE,
51-67 Waterford Dr,-79.5408626,43.6809427,Bcimc Realty Corporation,Willowridge-Martingrove-Richview,TRUE,Privately owned,Unknown,1962,2017,29,8,2019-10-29,80,TRUE,2019-03-28,FALSE,,,FALSE,
311 Dixon Rd,-79.5537107,43.6952108,1054881 Ontario Limited,Kingsview Village-The Westway,TRUE,Privately owned,Dixon Holdings,1968,2017,178,16,2020-11-18,69,FALSE,,FALSE,,,FALSE,
301 Dixon Rd,-79.5525689,43.694913,Gf Ii 301 Dixon Road Ltd,Kingsview Village-The Westway,TRUE,Privately owned,Unknown,1964,2017,225,16,2020-12-03,67,FALSE,,FALSE,,,FALSE,
118 Roncesvalles Ave,-79.4482018,43.6425628,Akelius Canada Ltd,High Park-Swansea,TRUE,Privately owned,Akelius Canada Ltd,1940,2018,30,3,2019-11-04,67,TRUE,2016-07-29,FALSE,,,FALSE,
22 O'hara Ave,-79.434828,43.641978,Toronto Community Housing,Roncesvalles,TRUE,Toronto Community Housing,TCH,1918,2017,13,3,2020-10-20,79,FALSE,,FALSE,,,FALSE,
467 Roncesvalles Ave,-79.4513034,43.6530399,Briar Patch Holdings Inc,Roncesvalles,TRUE,Privately owned,Ez Property Management Ltd,1920,2018,15,4,2020-12-11,79,FALSE,,FALSE,,,FALSE,
1275 Danforth Ave,-79.3299321,43.6812374,Toronto Community Housing,Greenwood-Coxwell,TRUE,Toronto Community Housing,Unknown,1988,2017,109,4,2019-12-04,86,FALSE,,FALSE,,,FALSE,
2363 Queen St E,-79.2886759,43.6721699,Mainstay Housing,The Beaches,TRUE,Social housing,Mainstay Housing,1940,2017,20,4,2019-12-04,78,FALSE,,FALSE,,,FALSE,
2451 Queen St E,-79.2840468,43.6731718,Westwood Holdings (Ii) Inc,The Beaches,TRUE,Privately owned,Unknown,1920,2017,29,4,2020-11-20,73,FALSE,,FALSE,,,FALSE,
156 Kingston Rd,-79.311576,43.671137,156 Kingston Residences Corp,Woodbine Corridor,TRUE,Privately owned,Firm Capital,1950,2017,62,4,2020-11-17,78,FALSE,,FALSE,,,FALSE,
767 Dovercourt Rd,-79.429292,43.661897,Unknown,Dovercourt-Wallace Emerson-Junction,TRUE,Privately owned,Jdc Property Management Inc.,2008,2017,19,3,2019-11-21,75,FALSE,,FALSE,,,FALSE,
441 Kingston Rd,-79.303944,43.676703,2238430 Ontario Inc,The Beaches,TRUE,Privately owned,Unknown,1920,2017,15,3,2020-11-17,80,FALSE,,FALSE,,,FALSE,
619 Woodbine Ave,-79.3088106,43.6778978,Greenkop Investments Company Limited,East End-Danforth,TRUE,Privately owned,Smallwood Consulting Ltd.,1956,2017,50,4,2021-04-22,86,TRUE,"2019-11-25, 2018-05-01, 2016-12-16",FALSE,,,FALSE,
798 Richmond St W,-79.4098124,43.6451391,Akelius Canada Ltd,Niagara,TRUE,Privately owned,Akelius Canada Ltd,1970,2017,525,13,2019-11-25,76,FALSE,,FALSE,,,FALSE,
34 Heydon Park Rd,-79.4270244,43.6529787,Njs Queen-College Inc,Little Portugal,TRUE,Privately owned,Njs Capital Management,1925,2018,31,3,2021-05-05,73,FALSE,,FALSE,,,FALSE,
1044 College St,-79.4302797,43.6532097,940412 Ontario Limited,Dufferin Grove,TRUE,Privately owned,Unknown,1930,2017,43,3,2020-12-09,77,FALSE,,FALSE,,,FALSE,
62 Dawes Rd,-79.2971542,43.6901539,Riverdale Housing Action Group,East End-Danforth,TRUE,Social housing,Riverdale Housing Action Group,1994,2017,14,4,2019-12-09,75,FALSE,,FALSE,,,FALSE,
130 Parkway Forest Dr,-79.3435259,43.7746062,Unknown,Henry Farm,TRUE,Privately owned,Unknown,2013,2017,105,8,2019-11-18,99,FALSE,,FALSE,,,FALSE,
464 Summerhill Ave,-79.3751181,43.6865973,Unknown,Rosedale-Moore Park,TRUE,Privately owned,Unknown,1950,2017,19,3,2020-12-01,83,FALSE,,FALSE,,,FALSE,
7 Jackes Ave,-79.391641,43.684692,Toronto Transit Commission,Rosedale-Moore Park,TRUE,Privately owned,Unknown,1969,2017,267,28,2019-11-27,82,FALSE,,FALSE,,,FALSE,
110 Mornelle Crt,-79.1944172,43.7865071,Toronto Community Housing,Morningside,TRUE,Toronto Community Housing,Del Management,1971,2017,145,15,2020-11-30,75,FALSE,,FALSE,,,FALSE,
1200 York Mills Rd,-79.335028,43.759592,1200-1202 York Mills Road Limited,Parkwoods-Donalda,TRUE,Privately owned,Unknown,1967,2017,222,16,2020-12-19,83,FALSE,,FALSE,,,FALSE,
440 Eglinton Ave E,-79.38476,43.709852,Homestead Land Holdings Ltd,Mount Pleasant East,TRUE,Privately owned,Unknown,1960,2017,90,10,2019-03-01,87,TRUE,2019-07-26,FALSE,,,FALSE,
133 Erskine Ave,-79.3940961,43.7118986,Sherman & Cappell Investments Ltd,Mount Pleasant West,TRUE,Privately owned,Unknown,1970,2017,28,11,2019-10-29,80,FALSE,,FALSE,,,FALSE,
165 Erskine Ave,-79.3925546,43.7121277,Homestead Land Holdings Limited,Mount Pleasant West,TRUE,Privately owned,Unknown,1950,2017,40,4,2019-10-29,89,FALSE,,FALSE,,,FALSE,
568 Lawrence Ave W,-79.4355807,43.7183213,Unknown,Englemount-Lawrence,TRUE,Privately owned,Esbin Property Management Inc.,1954,2017,29,3,2019-11-20,75,FALSE,,FALSE,,,FALSE,
59 Vinci Cres,-79.4465138,43.7378426,59 Vinci Holdings Inc Trustee,Clanton Park,TRUE,Privately owned,Compten Management Inc.,1960,2017,33,4,2020-12-09,78,FALSE,,FALSE,,,FALSE,
1969 Eglinton Ave W,-79.4544738,43.6945481,The Eglinton Terrace Inc,Caledonia-Fairbank,TRUE,Privately owned,Tamron Property Management,1963,2017,36,3,2020-11-30,80,FALSE,,FALSE,,,FALSE,
2507 Eglinton Ave W,-79.4700319,43.6910276,2507 Eglinton West Residences Corp,Keelesdale-Eglinton West,TRUE,Privately owned,Firm Capital Properties Inc,1950,2017,28,4,2020-12-02,71,TRUE,2019-08-14,FALSE,,,FALSE,
2501 Eglinton Ave W,-79.4697125,43.6910752,940412 Ontario Ltd,Keelesdale-Eglinton West,TRUE,Privately owned,Unknown,1975,2017,25,4,2021-04-15,80,FALSE,,FALSE,,,FALSE,
155 Sherbourne St,-79.3695213,43.6555938,Toronto Community Housing,Moss Park,TRUE,Toronto Community Housing,Unknown,1973,2017,301,16,2020-11-10,67,FALSE,,FALSE,,,FALSE,
2999 Jane St,-79.5161708,43.7543492,Toronto Community Housing,Glenfield-Jane Heights,TRUE,Toronto Community Housing,TCH,1971,2017,188,15,2020-10-19,72,FALSE,,FALSE,,,FALSE,
8 Wingreen Crt,-79.343355,43.7391814,2818962 Ontario Inc,Banbury-Don Mills,TRUE,Privately owned,Unknown,1965,2017,11,3,2019-11-04,80,FALSE,,FALSE,,,FALSE,
7 Summerland Ter,-79.531917,43.643453,Unknown,Islington-City Centre West,TRUE,Privately owned,Concert Realty Services Ltd.,2011,2017,218,21,2019-10-29,96,FALSE,,FALSE,,,FALSE,
134 Berry Rd,-79.4862061,43.6381074,134-138 Berry Inc,Stonegate-Queensway,TRUE,Privately owned,Gold Seal Management,1954,2017,22,4,2019-10-30,74,FALSE,,FALSE,,,FALSE,
40 Lower River St,-79.3558485,43.6562579,Unknown,Moss Park,TRUE,Toronto Community Housing,TCH,2014,2017,128,8,2018-01-12,83,FALSE,,FALSE,,,FALSE,
130 Cosburn Ave,-79.3476759,43.6899669,1314939 Ontario Ltd,Old East York,TRUE,Privately owned,Unknown,1956,2017,48,6,2019-12-04,79,TRUE,"2018-10-25, 2017-07-24",TRUE,2018,0.6%,FALSE,
18 Tinder Cres,-79.307986,43.7273177,Deepwood Investments Ltd,Victoria Village,TRUE,Privately owned,Unknown,1955,2017,70,4,2019-11-05,87,TRUE,2019-05-24,FALSE,,,FALSE,
25 Eccleston Dr,-79.317844,43.727261,Akelius Canada Ltd,Victoria Village,TRUE,Privately owned,Akelius Canada Ltd.,1958,2019,61,4,2019-11-05,80,TRUE,2017-05-29,TRUE,2018,1.05%,FALSE,
10 Elvaston Dr,-79.3055614,43.7305636,Elvaston Holding Inc,Victoria Village,TRUE,Privately owned,Unknown,1959,2017,20,3,2019-11-05,84,FALSE,,FALSE,,,FALSE,
265 Dixon Rd,-79.5486239,43.6959454,Damis Properties Inc,Kingsview Village-The Westway,TRUE,Privately owned,Unknown,1967,2017,181,16,2019-10-28,81,TRUE,"2019-08-13, 2017-09-08",FALSE,,,FALSE,
5294 Dundas St W,-79.5400365,43.637036,Six Points Suites Inc,Islington-City Centre West,TRUE,Privately owned,Six Points Suites Inc,1960,2017,45,7,2019-10-29,66,FALSE,,FALSE,,,FALSE,
240 Markland Dr,-79.5787507,43.6291366,240 Markland Dr Gp Inc,Markland Wood,TRUE,Privately owned,Unknown,1959,2017,113,10,2020-11-05,77,FALSE,,FALSE,,,FALSE,
19 Eva Rd,-79.561961,43.637583,19 Eva Road Property,Etobicoke West Mall,TRUE,Privately owned,Unknown,1974,2017,152,14,2019-10-29,75,FALSE,,FALSE,,,FALSE,
35 Warrender Ave,-79.5521273,43.6762589,Princess Management,Princess-Rosethorn,TRUE,Privately owned,Princess Management,1968,2017,108,7,2020-11-06,82,TRUE,2019-03-12,FALSE,,,FALSE,
75 Windermere Ave,-79.4718101,43.6393082,Shoebanktree Holdings Inc,High Park-Swansea,TRUE,Privately owned,Greenwin Corp.,1962,2017,52,6,2019-10-31,82,FALSE,,FALSE,,,FALSE,
201 Sherbourne St,-79.370271,43.657685,Unknown,Moss Park,TRUE,Privately owned,Metcap Living Management Inc.,1975,2017,225,23,2019-02-04,82,FALSE,,FALSE,,,FALSE,
75 Talara Dr,-79.3800737,43.765764,Unknown,Bayview Village,TRUE,Privately owned,Capreit,1970,2017,66,4,2019-11-07,80,TRUE,,TRUE,2017,0.6%,FALSE,
370 Mccowan Rd,-79.2395005,43.7399781,370 Mccowan Road Inc,Eglinton East,TRUE,Privately owned,Capreit,1965,2017,207,15,2019-11-26,79,FALSE,,FALSE,,,FALSE,
3207 Kingston Rd,-79.2268905,43.7293867,3245560 Canada Inc,Cliffcrest,TRUE,Privately owned,Kpm,1968,2017,53,5,2019-11-20,80,FALSE,,FALSE,,,FALSE,
121 Minerva Ave,-79.244216,43.721863,Park Property Management Inc,Cliffcrest,TRUE,Privately owned,Park Property Management Inc,1964,2017,90,6,2019-11-20,83,FALSE,,FALSE,,,FALSE,
131 Minerva Ave,-79.243219,43.721969,Park Property Management Inc,Cliffcrest,TRUE,Privately owned,Park Property Management Inc,1964,2017,83,6,2019-11-20,81,FALSE,,FALSE,,,FALSE,
1525 Wilson Ave,-79.5064381,43.7207635,Wilson Kennedy Holdings Inc,Downsview-Roding-CFB,TRUE,Privately owned,Unknown,1958,2017,21,4,2019-11-18,76,TRUE,2017-12-28,FALSE,,,FALSE,
1309 Wilson Ave,-79.495707,43.722791,Leadway Apartments Ltd,Downsview-Roding-CFB,TRUE,Privately owned,Metcap Living Management Inc.,1960,2017,84,7,2019-11-18,82,TRUE,2019-09-12,FALSE,,,FALSE,
263 Dixon Rd,-79.54777,43.6955255,Damis Properties Inc,Kingsview Village-The Westway,TRUE,Privately owned,Unknown,1964,2017,171,15,2019-10-28,79,TRUE,"2019-08-13, 2017-09-08",FALSE,,,FALSE,
306 The West Mall,-79.5629156,43.6360019,Unknown,Etobicoke West Mall,TRUE,Privately owned,Unknown,1969,2017,48,5,2020-11-24,78,FALSE,,FALSE,,,FALSE,
329 The West Mall,-79.5635251,43.6375276,Unknown,Etobicoke West Mall,TRUE,Privately owned,Imperra General Managment,1970,2017,45,5,2019-10-29,88,FALSE,,FALSE,,,FALSE,
351 The West Mall,-79.564236,43.6387403,Unknown,Etobicoke West Mall,TRUE,Privately owned,Penwoth Holdings Inc,1960,2017,49,5,2020-11-02,78,FALSE,,FALSE,,,FALSE,
336 The West Mall,-79.564459,43.6378442,Unknown,Etobicoke West Mall,TRUE,Privately owned,Myroslawa Lidia Nahirnyj,1965,2017,10,3,2020-12-08,78,FALSE,,FALSE,,,FALSE,
11 Crown Hill Pl,-79.491791,43.63911,Unknown,Stonegate-Queensway,TRUE,Privately owned,Model Building Maintenance Inc,1953,2017,26,5,2021-04-27,75,FALSE,,FALSE,,,FALSE,
19 Durnford Rd,-79.1500768,43.7993597,Knight's Village Non-Profit,Rouge,TRUE,Social housing,Unknown,1992,2018,28,4,2021-04-13,77,FALSE,,FALSE,,,FALSE,
111 Chestnut St,-79.3855791,43.65484,Unknown,Bay Street Corridor,TRUE,Toronto Community Housing,TCH,1987,2017,144,15,2021-04-14,75,FALSE,,FALSE,,,FALSE,
30 Gilder Dr,-79.2565311,43.7371482,Bevmike Inc,Eglinton East,TRUE,Privately owned,Cando Apartments Ltd.,1954,2017,192,14,2021-04-26,86,TRUE,"2017-02-06, 2017-01-04",FALSE,,,FALSE,
1284 Danforth Rd,-79.2461233,43.7402253,Woolland Holdings Ltd,Eglinton East,TRUE,Privately owned,H & R Property Management Ltd.,1960,2017,95,7,2019-11-26,87,FALSE,,FALSE,,,FALSE,
3744 St Clair Ave E,-79.2430981,43.7209397,Park Property Management Inc,Cliffcrest,TRUE,Privately owned,Park Property Management Inc,1964,2017,88,6,2019-11-20,83,FALSE,,FALSE,,,FALSE,
2221 Jane St,-79.5089777,43.7238419,S & T Two Incorporated,Downsview-Roding-CFB,TRUE,Privately owned,S & T  Two Inc,1964,2017,12,3,2021-04-14,67,FALSE,,FALSE,,,FALSE,
1441 Lawrence Ave E,-79.3130373,43.741081,Elm Place Inc,Victoria Village,TRUE,Privately owned,Cogir Real Estate,1961,2017,251,14,2020-12-01,83,FALSE,,FALSE,,,FALSE,
1840 Victoria Park Ave,-79.310215,43.740513,Falconwin Holdings Limited,Victoria Village,TRUE,Privately owned,Falconwin Property Management,1964,2017,204,12,2020-12-03,79,FALSE,,FALSE,,,FALSE,
48 Eccleston Dr,-79.3179878,43.7279687,Eccleston Terrace Inc,Victoria Village,TRUE,Privately owned,Linwood Management Corporation,1960,2017,69,4,2021-04-25,76,FALSE,,FALSE,,,FALSE,
8-10 Roanoke Rd,-79.3281707,43.7414974,Bcimc Realty Corporation,Parkwoods-Donalda,TRUE,Privately owned,Quadreal Property Group,1962,2017,111,13,2019-11-04,94,TRUE,"2017-06-01, 2016-06-21",TRUE,2018,0.5%,FALSE,
42 Glen Elm Ave,-79.392653,43.692017,O'shanter Development Company Ltd,Rosedale-Moore Park,TRUE,Privately owned,Unknown,1960,2017,39,3,2019-03-18,96,TRUE,"2017-06-06, 2016-02-02",FALSE,,,FALSE,
730 Dovercourt Rd,-79.429252,43.659711,Unknown,Dufferin Grove,TRUE,Privately owned,Unknown,1967,2017,356,20,2019-11-21,79,FALSE,,FALSE,,,FALSE,
532 Palmerston Blvd,-79.4136038,43.6637912,Palmerston Colonial Apartments Ltd,Palmerston-Little Italy,TRUE,Privately owned,Unknown,1911,2018,21,4,2020-11-26,85,FALSE,,FALSE,,,FALSE,
35 Walmer Rd,-79.4056233,43.6691438,Starlight Investments,Annex,TRUE,Privately owned,Unknown,1966,2017,174,15,2019-11-26,82,TRUE,"2019-12-09, 2018-07-05, 2017-03-20",FALSE,,,FALSE,
20 Prince Arthur Ave,-79.3965574,43.6699003,Hollyburn Properties (Alberta) Ltd,Annex,TRUE,Privately owned,Hollyburn Properties Ltd,1968,2017,193,23,2019-11-26,79,TRUE,"2019-12-18, 2017-11-10",FALSE,,,FALSE,
268 Merton St,-79.3880031,43.6981062,Ewart Angus Homes Inc,Mount Pleasant West,TRUE,Privately owned,Unknown,1999,2017,38,5,2020-10-24,82,FALSE,,FALSE,,,FALSE,
155 Balliol St,-79.3921323,43.6979676,401700 Ontario Limited,Mount Pleasant West,TRUE,Privately owned,Amelin Property Management,1965,2017,286,18,2019-12-02,82,TRUE,2021-02-01,FALSE,,,FALSE,
21 Sherwood Ave,-79.398293,43.713489,Minto Properties Inc,Mount Pleasant East,TRUE,Privately owned,Minto Proeprties,1930,2017,26,3,2018-12-14,87,FALSE,,FALSE,,,FALSE,
