Address,Longitude,Latitude,Neighbourhood,Apartment Building,Apartment Building Property Type,Year Built,Year Registered,Apartment Building Units,Apartment Building Storeys,Property Management Or Landlord,RentSafeTO Evaluation Completed On,RentSafeTO Score,Has AGI,Dates AGI Initiated,Received TDF,Received TDF Year,TDF Reduced Increase By
135 Isabella St,-79.377284,43.669022,North St.James Town,TRUE,PRIVATE,1960,2017,79,9,Toking Properties,2019-12-03,73,TRUE,2019-06-07,FALSE,,
80 Blake St,-79.3393776,43.6745205,Blake-Jones,TRUE,TCHC,1969,2017,190,14,TCH,2021-04-21,77,FALSE,,FALSE,,
40 Parkcrest Dr,-79.2199851,43.7353074,Scarborough Village,TRUE,PRIVATE,1967,2017,100,12,Canlight Management Inc.,2019-11-20,84,FALSE,,FALSE,,
3111 Eglinton Ave E,-79.2240382,43.7415977,Scarborough Village,TRUE,PRIVATE,1953,2017,68,6,Cogir Management Corporation,2020-11-10,71,FALSE,,FALSE,,
450 Scarborough Golf Club Rd,-79.215972,43.754423,Woburn,TRUE,SOCIAL HOUSING,1991,2017,112,5,,2021-04-22,86,FALSE,,FALSE,,
2788 Keele St,-79.4827839,43.7283162,Downsview-Roding-CFB,TRUE,PRIVATE,1962,2017,41,4,Greenwin Corp.,2019-11-18,72,FALSE,,FALSE,,
2850 Keele St,-79.48358,43.7312543,Downsview-Roding-CFB,TRUE,PRIVATE,1963,2017,12,3,,2019-11-18,85,FALSE,,FALSE,,
1300 York Mills Rd,-79.323751,43.76197,Parkwoods-Donalda,TRUE,PRIVATE,1965,2017,112,8,Ranee Management,2021-04-19,74,FALSE,,FALSE,,
1531 Bathurst St,-79.4188901,43.6856499,Forest Hill South,TRUE,PRIVATE,1943,2017,32,4,,2020-11-04,80,FALSE,,FALSE,,
612 Dawes Rd,-79.2958976,43.70738,O'Connor-Parkview,TRUE,PRIVATE,1959,2017,60,5,Akelius Canada Ltd,2020-12-09,73,FALSE,,FALSE,,
114 Barrington Ave,-79.3026688,43.6923797,Taylor-Massey,TRUE,PRIVATE,1968,2017,12,3,,2020-11-18,70,FALSE,,FALSE,,
39 Raglan Ave,-79.4199518,43.6847848,Humewood-Cedarvale,TRUE,PRIVATE,1967,2017,101,9,39 Raglan Ave Limited,2019-11-28,75,FALSE,,FALSE,,
1570 Bathurst St,-79.4198613,43.685997,Humewood-Cedarvale,TRUE,PRIVATE,1926,2017,36,4,Greenwin Corp.,2019-11-28,71,FALSE,,FALSE,,
2329 Kipling Ave,-79.5759961,43.731873,Rexdale-Kipling,TRUE,PRIVATE,1968,2017,40,5,Sunrise Property Management,2020-11-17,70,TRUE,2017-03-30,FALSE,,
2314 Islington Ave,-79.556044,43.716011,Rexdale-Kipling,TRUE,SOCIAL HOUSING,1977,2017,194,11,,2018-12-06,80,FALSE,,FALSE,,
50 Panorama Crt,-79.577064,43.748161,Mount Olive-Silverstone-Jamestown,TRUE,PRIVATE,1976,2017,223,19,H&R Property Management,2019-10-28,68,TRUE,2017-02-24,FALSE,,
2667 Kipling Ave,-79.583992,43.748905,Mount Olive-Silverstone-Jamestown,TRUE,PRIVATE,1978,2017,228,23,1241676 Ontario Inc,2020-10-22,79,FALSE,,FALSE,,
30 Hillsboro Ave,-79.392874,43.675666,Annex,TRUE,PRIVATE,1965,2017,196,24,,2019-11-26,84,FALSE,,FALSE,,
205 Morningside Ave,-79.1848262,43.7654072,West Hill,TRUE,PRIVATE,1961,2017,107,5,Cogir Real Estate,2019-11-28,81,TRUE,"2019-10-11, 2017-07-31",TRUE,2018,0.58%
90 Heath St W,-79.3989633,43.6898533,Yonge-St.Clair,TRUE,PRIVATE,1959,2017,37,3,Hollyburn Properties Ltd,2019-12-02,88,TRUE,2017-05-17,FALSE,,
70 Stevenvale Dr,-79.2213678,43.7589438,Woburn,TRUE,PRIVATE,1963,2017,100,6,Metcap Living Management Inc,2020-11-19,80,FALSE,,FALSE,,
3895 Lawrence Ave E,-79.207777,43.763143,Woburn,TRUE,PRIVATE,1975,2017,114,10,Metcap Living Management Inc,2019-11-28,83,FALSE,,FALSE,,
70 Mornelle Crt,-79.1978083,43.7868651,Morningside,TRUE,PRIVATE,1976,2017,264,16,Mornelle Court Apartments,2021-04-27,78,FALSE,,FALSE,,
4010 Lawrence Ave E,-79.199192,43.7667263,West Hill,TRUE,PRIVATE,1967,2017,220,14,Capreit,2019-11-28,83,TRUE,2017-05-29,FALSE,,
2988 Keele St,-79.4848892,43.7362155,Downsview-Roding-CFB,TRUE,PRIVATE,1954,,11,3,,2020-11-12,67,FALSE,,FALSE,,
2954 Keele St,-79.4845615,43.7353489,Downsview-Roding-CFB,TRUE,PRIVATE,1954,2017,12,3,N/A,2019-11-08,74,FALSE,,FALSE,,
3250 Keele St,-79.4861314,43.7419203,Downsview-Roding-CFB,TRUE,PRIVATE,1963,2017,59,4,3250 Keele Apartments Inc,2019-11-07,75,FALSE,,FALSE,,
24 Seeley Dr,-79.4927544,43.7406656,Downsview-Roding-CFB,TRUE,PRIVATE,1959,2017,100,4,,2019-11-18,72,FALSE,,FALSE,,
111 Whitburn Crescent,-79.4915398,43.7385176,Downsview-Roding-CFB,TRUE,PRIVATE,1977,2017,46,3,Davpart Inc,2020-10-14,87,FALSE,,FALSE,,
3390 Keele St,-79.4884716,43.7469518,York University Heights,TRUE,PRIVATE,1965,2017,258,11,Q Reit,2020-10-29,76,TRUE,2019-10-17,FALSE,,
3444 Keele St,-79.4882262,43.750216,York University Heights,TRUE,PRIVATE,1967,2017,61,9,Downsview Park Apartments,2019-11-07,76,TRUE,2019-04-09,FALSE,,
3700 Keele St,-79.4893783,43.7552435,York University Heights,TRUE,PRIVATE,1962,2017,57,3,Dms Property Management Ltd,2020-10-28,73,FALSE,,FALSE,,
130 Vaughan Rd,-79.4220015,43.6847732,Humewood-Cedarvale,TRUE,TCHC,1977,2017,99,9,,2021-04-20,85,FALSE,,FALSE,,
210 Wychwood Ave,-79.4244102,43.6844316,Humewood-Cedarvale,TRUE,PRIVATE,1930,2017,40,4,Cogir Management Corporation,2019-11-28,83,TRUE,"2020-02-03, 2018-05-30",FALSE,,
10 Garfella Dr,-79.593093,43.745323,Mount Olive-Silverstone-Jamestown,TRUE,PRIVATE,1969,2017,143,7,Cogir Real Estate,2020-10-22,68,TRUE,"2020-11-26, 2019-06-10",FALSE,,
88 Humber College Blvd,-79.5986538,43.7317374,West Humber-Clairville,TRUE,SOCIAL HOUSING,1989,2017,119,4,,2019-10-28,72,FALSE,,FALSE,,
2309 Lake Shore Blvd W,-79.4864917,43.6177182,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1954,2017,28,4,Aiderbook Management Inc.,2020-11-09,69,FALSE,,FALSE,,
51 Stanley Ave,-79.4896735,43.6160417,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1951,2017,12,3,571051 Ontario Limited,2020-11-25,73,FALSE,,FALSE,,
10 Hogarth Ave,-79.3554501,43.6739646,North Riverdale,TRUE,PRIVATE,1968,2017,287,23,M&R Property Management,2020-11-16,87,TRUE,"2020-09-28, 2018-08-16, 2017-03-10",TRUE,2017,0.55%
852 Broadview Ave,-79.3585319,43.6791157,Playter Estates-Danforth,TRUE,PRIVATE,1960,2018,21,4,,2020-11-16,70,FALSE,,FALSE,,
846 Broadview Ave,-79.3585651,43.6789913,Playter Estates-Danforth,TRUE,PRIVATE,1940,2017,24,3,Upper Broadview Suites Ltd,2020-11-16,94,TRUE,2021-04-12,FALSE,,
1187 Queen St E,-79.3316341,43.6627063,South Riverdale,TRUE,SOCIAL HOUSING,1988,2017,34,4,Mainstay Housing,2020-12-14,78,FALSE,,FALSE,,
1570 King St W,-79.44417,43.638144,South Parkdale,TRUE,PRIVATE,1910,,18,3,,2020-12-11,72,FALSE,,FALSE,,
70 Wilson Park Rd,-79.442482,43.638631,South Parkdale,TRUE,PRIVATE,1970,2017,25,3,,2020-12-10,75,FALSE,,FALSE,,
22 Maynard Ave,-79.4379479,43.6377828,South Parkdale,TRUE,PRIVATE,1978,2017,36,3,,2020-11-19,79,FALSE,,FALSE,,
1167 Queen St E,-79.3328829,43.6624929,South Riverdale,TRUE,TCHC,1995,2017,40,5,,2019-12-04,67,FALSE,,FALSE,,
1320 Gerrard St E,-79.3263203,43.6715923,Greenwood-Coxwell,TRUE,SOCIAL HOUSING,1994,2017,45,5,,2019-01-22,93,FALSE,,FALSE,,
369 Pape Ave,-79.3407098,43.6698138,Blake-Jones,TRUE,TCHC,1981,2017,139,8,,2021-04-29,81,FALSE,,FALSE,,
796 Carlaw Ave,-79.3478197,43.6788565,Playter Estates-Danforth,TRUE,PRIVATE,1922,2018,31,4,,2021-04-29,58,FALSE,,FALSE,,
109 Indian Rd,-79.4525117,43.6433308,High Park-Swansea,TRUE,PRIVATE,1970,2017,38,8,,2020-10-27,79,FALSE,,FALSE,,
1639 Bloor St W,-79.4556291,43.6554137,High Park-Swansea,TRUE,PRIVATE,1960,2017,46,6,Greenwin Inc.,2020-10-30,77,FALSE,,FALSE,,
2373 Queen St E,-79.287892,43.67248,The Beaches,TRUE,PRIVATE,1930,2017,27,3,,2020-11-20,70,FALSE,,FALSE,,
158 Kingston Rd,-79.3112229,43.6712641,Woodbine Corridor,TRUE,PRIVATE,1960,2017,44,4,,2019-12-05,74,FALSE,,FALSE,,
923 St Clair Ave W,-79.434483,43.679533,Wychwood,TRUE,PRIVATE,1930,2017,24,4,,2021-05-05,78,FALSE,,FALSE,,
917 St Clair Ave W,-79.4341341,43.6796544,Wychwood,TRUE,PRIVATE,1957,2017,16,3,Star Property Management Ltd.,2021-05-05,71,FALSE,,FALSE,,
2150 Queen St E,-79.2917926,43.6719788,The Beaches,TRUE,PRIVATE,1923,2017,16,4,,2020-11-26,76,FALSE,,FALSE,,
59 Balsam Ave,-79.2898808,43.6724748,The Beaches,TRUE,PRIVATE,1927,2020,19,3,,2020-11-26,71,FALSE,,FALSE,,
425 Coxwell Ave,-79.320865,43.6774958,Woodbine Corridor,TRUE,SOCIAL HOUSING,2002,2017,30,3,,2019-12-05,87,FALSE,,FALSE,,
3218 St Clair Ave E,-79.2898366,43.710319,Clairlea-Birchmount,TRUE,PRIVATE,1952,2017,16,3,Excel Property Management,2020-11-13,76,FALSE,,FALSE,,
23 Durnford Rd,-79.1501145,43.7994444,Rouge,TRUE,SOCIAL HOUSING,1992,2018,14,3,,2021-04-13,80,FALSE,,FALSE,,
314 The Kingsway,-79.5235929,43.6646401,Edenbridge-Humber Valley,TRUE,PRIVATE,1954,2017,22,3,Law Property Management,2020-12-15,86,FALSE,,FALSE,,
2727 Victoria Park Ave,-79.323245,43.777339,L'Amoreaux,TRUE,PRIVATE,1972,2017,178,13,Ranee Management,2020-12-08,83,FALSE,,FALSE,,
40 Aurora Crt,-79.315616,43.794686,L'Amoreaux,TRUE,PRIVATE,1974,2017,167,13,Park Property Management Inc,2019-11-27,92,FALSE,,FALSE,,
125 Bamburgh Circle,-79.325604,43.813096,Steeles,TRUE,PRIVATE,1978,2017,332,20,,2019-12-10,93,FALSE,,FALSE,,
500 Murray Ross Pkwy,-79.5057554,43.7641915,York University Heights,TRUE,PRIVATE,1978,2017,390,19,Capreit,2019-11-19,86,TRUE,"2019-11-05, 2016-12-13, 2016-02-24",FALSE,,
1111 Lawrence Ave W,-79.463451,43.7118592,Yorkdale-Glen Park,TRUE,PRIVATE,1958,2017,15,3,Midan Properties Inc.,2020-11-03,81,FALSE,,FALSE,,
1600 Bathurst St,-79.4208541,43.6883935,Humewood-Cedarvale,TRUE,PRIVATE,1939,2017,34,4,Astroid Management Ltd.,2019-11-27,68,FALSE,,FALSE,,
261 Vaughan Rd,-79.4258556,43.688855,Humewood-Cedarvale,TRUE,PRIVATE,1940,2017,33,3,Hazelview Properties,2019-11-27,81,TRUE,2019-10-31,FALSE,,
12 Albert Ave,-79.4889234,43.615891,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1957,2017,12,3,571051 Ontario Limited,2020-11-05,71,FALSE,,FALSE,,
2557 Lake Shore Blvd W,-79.489185,43.6090729,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1952,2017,26,4,,2019-10-31,67,FALSE,,FALSE,,
2555 Lake Shore Blvd W,-79.4898359,43.6090454,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1952,2017,26,4,,2020-11-19,80,FALSE,,FALSE,,
2547 Lake Shore Blvd W,-79.4892005,43.6093057,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1952,2017,26,4,,2020-11-19,76,FALSE,,FALSE,,
2519 Lake Shore Blvd W,-79.4895467,43.6105897,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1970,2017,44,4,Aiderbrook Management Inc.,2020-11-18,68,FALSE,,FALSE,,
2663 Lake Shore Blvd W,-79.493922,43.603135,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1953,2017,111,8,Royal York Shores,2019-10-31,71,TRUE,2020-02-24,FALSE,,
6 Royal York Rd,-79.4934504,43.6031698,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1951,2017,72,5,,2019-10-31,75,FALSE,,FALSE,,
10 Maple Leaf Dr,-79.5048439,43.7095195,Rustic,TRUE,SOCIAL HOUSING,1992,2017,150,10,,2019-11-06,84,FALSE,,FALSE,,
1290 Danforth Rd,-79.2457956,43.7407776,Eglinton East,TRUE,SOCIAL HOUSING,1978,2017,179,8,,2020-12-07,89,FALSE,,FALSE,,
5 Brookbanks Dr,-79.332686,43.751295,Parkwoods-Donalda,TRUE,PRIVATE,1968,2017,124,15,Hardit,2019-11-04,94,TRUE,"2021-04-16, 2019-05-07, 2018-04-11, 2017-02-06",FALSE,,
365 Grandravine Dr,-79.5148281,43.7469536,Glenfield-Jane Heights,TRUE,PRIVATE,1971,2017,118,15,Fred Hageman's Holdings Ltd.,2019-11-19,72,FALSE,,FALSE,,
7 Arleta Ave,-79.5008708,43.7420123,Glenfield-Jane Heights,TRUE,TCHC,1972,2017,201,4,TCH,2020-10-16,65,FALSE,,FALSE,,
1 Dean Park Rd,-79.1702963,43.8044849,Rouge,TRUE,PRIVATE,1979,2017,249,16,Medallion Corporation,2019-11-28,83,FALSE,,FALSE,,
2555 Bloor St W,-79.490614,43.647631,High Park-Swansea,TRUE,PRIVATE,1940,2017,34,4,,2020-10-30,75,FALSE,,FALSE,,
8 Wasdale Crescent,-79.4350942,43.7312493,Englemount-Lawrence,TRUE,PRIVATE,1957,2017,10,3,Petar Tucakov,2020-12-18,80,FALSE,,FALSE,,
30 Wasdale Crescent,-79.436839,43.7308826,Englemount-Lawrence,TRUE,PRIVATE,1956,2017,10,3,Knrs Properties Inc,2020-11-18,74,FALSE,,FALSE,,
24 Hotspur Rd,-79.4350937,43.7330683,Englemount-Lawrence,TRUE,PRIVATE,1952,2017,10,3,,2020-11-17,80,FALSE,,FALSE,,
1652 Bathurst St,-79.4234338,43.6942509,Humewood-Cedarvale,TRUE,PRIVATE,1950,2017,39,4,,2019-11-27,84,FALSE,,FALSE,,
67 Lake Shore Dr,-79.5007075,43.5965122,New Toronto,TRUE,PRIVATE,1958,2017,18,3,"Atlantis Realty Services, Inc.",2019-10-31,82,TRUE,2018-08-16,FALSE,,
68 15th St,-79.5155662,43.6018743,New Toronto,TRUE,PRIVATE,1957,2017,23,3,G Merulla Inc.,2020-11-26,75,FALSE,,FALSE,,
95 25th St,-79.522943,43.595631,Long Branch,TRUE,PRIVATE,1957,2017,46,3,,2020-11-26,74,FALSE,,FALSE,,
5 43rd St,-79.546025,43.59007,Long Branch,TRUE,SOCIAL HOUSING,1953,2017,40,3,,2019-10-30,83,FALSE,,FALSE,,
5 Wakunda Pl,-79.3046713,43.7155681,Victoria Village,TRUE,TCHC,1967,2017,198,11,TCH,2021-04-21,75,FALSE,,FALSE,,
101 Roehampton Ave,-79.39537,43.708348,Mount Pleasant West,TRUE,PRIVATE,1973,2017,129,20,,2020-12-02,78,FALSE,,FALSE,,
110 Rajah St,-79.4388218,43.7312673,Englemount-Lawrence,TRUE,PRIVATE,1957,2017,12,3,Falconwin Property Mng,2020-12-02,77,FALSE,,FALSE,,
46 Saranac Blvd,-79.4310876,43.7234163,Englemount-Lawrence,TRUE,PRIVATE,1960,2017,36,3,Westdale Properties,2020-12-02,81,FALSE,,FALSE,,
640 Lauder Ave,-79.446146,43.693759,Oakwood Village,TRUE,PRIVATE,1965,2017,129,10,R A B Properties Limited,2020-11-13,80,TRUE,2020-06-29,FALSE,,
560 Oakwood Ave,-79.4414869,43.6933488,Oakwood Village,TRUE,PRIVATE,1960,2017,24,3,,2021-04-12,55,FALSE,,FALSE,,
1490 Eglinton Ave W,-79.439572,43.697766,Oakwood Village,TRUE,PRIVATE,1955,2017,34,4,Hallpine Investments Inc.,2020-12-16,88,FALSE,,FALSE,,
1040 Castlefield Ave,-79.4499991,43.701051,Briar Hill-Belgravia,TRUE,PRIVATE,1959,2017,44,4,,2020-11-20,80,FALSE,,FALSE,,
240 Lake Promenade,-79.531398,43.5892754,Long Branch,TRUE,PRIVATE,1963,2017,118,7,Compten Management Inc.,2020-11-24,73,FALSE,,FALSE,,
6 24th St,-79.523262,43.597524,Long Branch,TRUE,PRIVATE,1968,2017,81,7,Gold Seal Management Inc.,2019-03-15,89,FALSE,,FALSE,,
40 Gordonridge Pl,-79.2513183,43.7275478,Kennedy Park,TRUE,TCHC,1972,2017,421,18,,2020-11-07,71,FALSE,,FALSE,,
485 Patricia Ave,-79.4445614,43.7837228,Newtonbrook West,TRUE,PRIVATE,2012,2017,240,10,Myriad Property Management,2019-11-06,99,FALSE,,FALSE,,
15 Harding Ave,-79.5015704,43.6992087,Brookhaven-Amesbury,TRUE,PRIVATE,1968,2017,335,19,Medallion Corporation,2020-11-02,77,TRUE,2020-01-08,FALSE,,
10 Kingston Rd,-79.3124658,43.668283,Woodbine Corridor,TRUE,PRIVATE,1970,2017,16,3,Firm Capital Properties Inc,2020-11-24,75,FALSE,,FALSE,,
180 Sudbury St,-79.425184,43.641892,Little Portugal,TRUE,SOCIAL HOUSING,2011,2017,190,18,,2019-11-25,77,FALSE,,FALSE,,
177 Redpath Ave,-79.393151,43.709898,Mount Pleasant West,TRUE,PRIVATE,1965,2017,148,17,North Edge Properties Ltd.,2019-12-02,85,TRUE,2018-03-14,TRUE,2018,1.8%
127 Broadway Ave,-79.392196,43.71038,Mount Pleasant West,TRUE,PRIVATE,1950,2017,60,4,Cromwell Management Inc.,2019-12-02,71,FALSE,,FALSE,,
96 Mulholland Ave,-79.4552742,43.7207087,Yorkdale-Glen Park,TRUE,PRIVATE,1960,2017,11,3,Mpm Inc.,2021-04-30,69,FALSE,,FALSE,,
55 Faywood Blvd,-79.4464328,43.7374778,Clanton Park,TRUE,PRIVATE,1960,2017,33,4,Compten Management Inc.,2020-12-09,76,FALSE,,FALSE,,
12 King High Ave,-79.4430987,43.7362305,Clanton Park,TRUE,TCHC,1962,2017,31,3,TCH,2020-10-20,86,FALSE,,FALSE,,
490 Wilson Ave,-79.4454716,43.7353322,Clanton Park,TRUE,PRIVATE,1955,2017,55,3,Orfus Realty,2019-03-12,69,FALSE,,FALSE,,
3890 Bathurst St,-79.4359557,43.7431585,Clanton Park,TRUE,PRIVATE,1958,2017,30,4,Starlight Investments,2020-11-18,84,TRUE,2017-04-20,FALSE,,
1500 Keele St,-79.4718686,43.6796742,Keelesdale-Eglinton West,TRUE,SOCIAL HOUSING,1996,2017,132,11,Self Managed,2019-11-07,76,FALSE,,FALSE,,
2480 Eglinton Ave W,-79.469473,43.691655,Beechborough-Greenbrook,TRUE,SOCIAL HOUSING,1993,2017,97,8,,2020-11-04,62,FALSE,,FALSE,,
225 Morningside Ave,-79.185116,43.767034,West Hill,TRUE,TCHC,1972,2017,99,10,Del Managment,2019-11-28,71,FALSE,,FALSE,,
320 Seaton St,-79.3714625,43.6625357,Moss Park,TRUE,TCHC,1961,2017,25,6,,2019-12-10,69,FALSE,,FALSE,,
145 Arlington Ave,-79.4288454,43.6820037,Humewood-Cedarvale,TRUE,PRIVATE,1930,2019,32,4,Akelius Canada Ltd,2019-11-28,79,TRUE,2017-04-04,TRUE,2019,6.11%
2846 Bloor St W,-79.5040696,43.6492896,Kingsway South,TRUE,PRIVATE,1955,2017,16,4,1568662 Ontario,2020-12-10,85,TRUE,2018-12-10,FALSE,,
120 Broadway Ave,-79.392909,43.7113127,Mount Pleasant West,TRUE,PRIVATE,1957,2017,48,4,Westdale Properties,2019-10-29,79,FALSE,,FALSE,,
110 Broadway Ave,-79.393289,43.711183,Mount Pleasant West,TRUE,PRIVATE,1948,2017,71,4,Westdale Properties,2019-10-29,76,FALSE,,FALSE,,
65 Keewatin Ave,-79.397383,43.712278,Mount Pleasant West,TRUE,PRIVATE,1958,2017,50,4,,2018-12-13,89,FALSE,,FALSE,,
26 Rosseau Rd,-79.437763,43.7432421,Clanton Park,TRUE,PRIVATE,1949,2017,11,3,Dms Property Management Ltd,2020-10-21,88,TRUE,"2021-04-08, 2019-04-05",FALSE,,
4190 Bathurst St,-79.437275,43.74856,Clanton Park,TRUE,PRIVATE,1966,2017,80,9,,2019-11-07,81,FALSE,,FALSE,,
4266 Bathurst St,-79.4380305,43.7518765,Clanton Park,TRUE,SOCIAL HOUSING,1983,2017,130,9,Greenwin Inc.,2019-11-07,76,FALSE,,FALSE,,
4350 Bathurst St,-79.4385206,43.7541183,Clanton Park,TRUE,PRIVATE,1969,2017,35,6,Alexis Court Apartments,2019-11-07,80,FALSE,,FALSE,,
15 Torresdale Ave,-79.451095,43.773467,Westminster-Branson,TRUE,SOCIAL HOUSING,1994,2017,61,7,Greenwin Inc.,2020-11-03,65,FALSE,,FALSE,,
102 Trethewey Dr,-79.4834755,43.6931199,Beechborough-Greenbrook,TRUE,PRIVATE,1957,2017,30,4,Kpm Property Management,2020-10-29,74,FALSE,,FALSE,,
81 Clearview Heights,-79.482714,43.692458,Beechborough-Greenbrook,TRUE,PRIVATE,1950,2017,40,3,,2021-04-27,74,FALSE,,FALSE,,
1622 Lawrence Ave W,-79.4898896,43.7063463,Rustic,TRUE,TCHC,1955,2017,20,3,Del Managment,2020-10-19,78,FALSE,,FALSE,,
3 Flemington Rd,-79.4421478,43.7191679,Englemount-Lawrence,TRUE,TCHC,1957,2017,31,3,TCH,2020-12-09,73,FALSE,,FALSE,,
327 Dixon Rd,-79.5550574,43.694873,Kingsview Village-The Westway,TRUE,PRIVATE,1962,2017,55,6,D. Raschilla Investments Inc.,2020-11-19,74,FALSE,,FALSE,,
135 Neptune Dr,-79.440216,43.729521,Englemount-Lawrence,TRUE,TCHC,1974,2017,48,4,TCH,2019-03-13,82,FALSE,,FALSE,,
10 St Dennis Dr,-79.336309,43.717216,Flemingdon Park,TRUE,PRIVATE,1967,2017,325,9,10-12 St Dennis Drive Ltd,2020-12-03,76,FALSE,,FALSE,,
45 Gamble Ave,-79.352475,43.689448,Broadview North,TRUE,PRIVATE,1974,2017,49,6,Connaught Yonge Square Limited,2020-12-09,82,FALSE,,FALSE,,
85 Gamble Ave,-79.3508849,43.689803,Broadview North,TRUE,PRIVATE,1961,2017,81,6,85 Gamble Apartments,2019-12-17,86,TRUE,2017-03-20,TRUE,2018,1.45%
95 Gamble Ave,-79.3498837,43.6899259,Broadview North,TRUE,PRIVATE,1961,2017,94,6,Brikhaus Management Inc,2018-12-18,87,TRUE,2017-03-21,FALSE,,
100 Cosburn Ave,-79.350035,43.689432,Broadview North,TRUE,PRIVATE,1961,2017,140,7,Greenwin Corp.,2018-12-14,89,FALSE,,FALSE,,
20 Gamble Ave,-79.353716,43.689802,Broadview North,TRUE,PRIVATE,1964,2017,213,12,Ranee Management,2020-12-10,87,TRUE,2020-01-08,FALSE,,
1000 Broadview Ave,-79.3577085,43.6828712,Broadview North,TRUE,PRIVATE,1969,2017,110,18,Westdale Properties,2019-02-01,89,FALSE,,FALSE,,
120 Torresdale Ave,-79.455069,43.777689,Westminster-Branson,TRUE,PRIVATE,1978,2017,246,16,Oxford Properties Group,2019-11-07,85,TRUE,2017-11-10,FALSE,,
1 Wilmington Ave,-79.451945,43.7530251,Bathurst Manor,TRUE,PRIVATE,1959,2017,11,3,,2020-10-13,76,FALSE,,FALSE,,
601 Finch Ave W,-79.451612,43.770597,Westminster-Branson,TRUE,PRIVATE,1969,2017,170,14,Cherishome Living,2021-04-28,64,TRUE,2017-03-31,FALSE,,
4866 Bathurst St,-79.443181,43.7716038,Westminster-Branson,TRUE,PRIVATE,1963,2017,81,10,Starlight Investments,2019-11-07,79,TRUE,"2018-05-03, 2017-09-06, 2016-12-20",TRUE,2018,0.69%
312 Douglas Ave,-79.4167251,43.7238651,Bedford Park-Nortown,TRUE,PRIVATE,1951,2017,11,3,Avenue Road Investment Limited,2021-04-28,64,FALSE,,FALSE,,
80 Clouston Ave,-79.5084368,43.6945358,Weston,TRUE,PRIVATE,1968,2017,17,3,Qhn Corporation,2020-11-12,89,FALSE,,FALSE,,
1860 Jane St,-79.5057397,43.7087631,Weston,TRUE,PRIVATE,1954,2018,40,4,Ez Property Management Ltd,2021-04-21,74,FALSE,,FALSE,,
131 Woodward Ave,-79.5081944,43.7094072,Weston,TRUE,PRIVATE,1954,2019,10,3,Kinsale Investments Ltd,2019-11-05,68,FALSE,,FALSE,,
29 Church St,-79.5234562,43.7037528,Weston,TRUE,PRIVATE,1963,2017,63,10,,2021-04-14,74,FALSE,,FALSE,,
1901 Weston Rd,-79.5165,43.700408,Weston,TRUE,TCHC,1973,2017,400,17,,2019-11-05,71,FALSE,,FALSE,,
5005 Dundas St W,-79.5307207,43.6460564,Islington-City Centre West,TRUE,TCHC,1962,2017,255,19,Del Managment,2021-05-12,69,FALSE,,FALSE,,
7 Capri Rd,-79.5640436,43.6527061,Islington-City Centre West,TRUE,TCHC,1973,2017,275,20,Del Managment,2020-10-20,78,FALSE,,FALSE,,
46 Panorama Crt,-79.578425,43.748256,Mount Olive-Silverstone-Jamestown,TRUE,PRIVATE,1974,2017,222,19,H&R Property Management,2019-10-28,66,TRUE,2016-11-24,TRUE,2018,0.9%
180 Sackville St,-79.362641,43.658529,Regent Park,TRUE,TCHC,2015,2017,83,9,TCH,2020-10-28,94,FALSE,,FALSE,,
65 High Park Ave,-79.465589,43.655948,High Park North,TRUE,PRIVATE,1969,2017,321,23,Vertica Resident Services,2019-10-31,76,FALSE,,FALSE,,
184 River St,-79.3591532,43.6628715,Regent Park,TRUE,TCHC,2006,2017,54,3,TCH,2020-11-10,61,FALSE,,FALSE,,
220 Redpath Ave,-79.394335,43.710954,Mount Pleasant West,TRUE,PRIVATE,2008,2017,72,8,Westdale Properties,2019-10-29,94,FALSE,,FALSE,,
49 Thorncliffe Park Dr,-79.342324,43.701955,Thorncliffe Park,TRUE,PRIVATE,1968,2017,400,20,Morguard Nar Canada L.p,2020-11-24,85,FALSE,,FALSE,,
42 Thorncliffe Park Dr,-79.3437033,43.7022065,Thorncliffe Park,TRUE,PRIVATE,1962,2017,60,6,Monterey Park Inc.,2019-10-31,75,TRUE,2017-12-27,FALSE,,
36 Thorncliffe Park Dr,-79.344589,43.702723,Thorncliffe Park,TRUE,PRIVATE,1959,2017,70,6,,2020-11-24,79,FALSE,,FALSE,,
6 Grandstand Pl,-79.3452596,43.7036225,Thorncliffe Park,TRUE,PRIVATE,1958,2017,60,6,Centurion,2019-10-30,87,TRUE,"2019-09-25, 2016-03-11",FALSE,,
12 Thorncliffe Park Dr,-79.3482626,43.7045403,Thorncliffe Park,TRUE,TCHC,1988,2017,219,11,,2021-04-27,68,FALSE,,FALSE,,
595 Brookdale Ave,-79.429346,43.724273,Bedford Park-Nortown,TRUE,PRIVATE,1970,2017,47,7,Lloyd Zerker Realty Limited,2020-12-07,78,FALSE,,FALSE,,
