Address,Longitude,Latitude,Neighbourhood,Apartment Building,Apartment Building Property Type,Year Built,Year Registered,Apartment Building Units,Apartment Building Storeys,Property Management Or Landlord,RentSafeTO Evaluation Completed On,RentSafeTO Score,Has AGI,Dates AGI Initiated,Received TDF,Received TDF Year,TDF Reduced Increase By
3400 Weston Rd,-79.5434356,43.7498221,Humbermede,TRUE,PRIVATE,1972,2017,263,27,Medallion Corporation,2019-04-01,64,FALSE,,FALSE,,
137 Lindy Lou Rd,-79.5504143,43.7488933,Humbermede,TRUE,PRIVATE,1962,2017,114,7,Gold Seal Management Inc.,2019-11-20,74,FALSE,,FALSE,,
45 Gardiner Rd,-79.4195152,43.7020361,Forest Hill South,TRUE,PRIVATE,1954,2017,41,6,Prince Charles Terrace Apartments,2020-12-03,79,TRUE,2021-04-27,FALSE,,
625 Roselawn Ave,-79.4229263,43.7056773,Forest Hill North,TRUE,PRIVATE,1963,2017,91,9,O'shanter Development Company,2019-03-07,90,TRUE,"2018-10-18, 2017-10-11",FALSE,,
22 McCaul St,-79.3904817,43.6512219,Kensington-Chinatown,TRUE,TCHC,1991,2017,139,11,,2019-11-25,76,FALSE,,FALSE,,
123 D'Arcy St,-79.397256,43.654029,Kensington-Chinatown,TRUE,PRIVATE,1985,2017,24,3,583647 Ontario Limited,2020-11-26,72,FALSE,,FALSE,,
222 Elm St,-79.3918832,43.6561344,Kensington-Chinatown,TRUE,PRIVATE,1970,2017,268,15,Cogir Real Estate,2020-11-27,88,FALSE,,FALSE,,
34 Oxford St,-79.4017932,43.656907,Kensington-Chinatown,TRUE,TCHC,1979,2017,189,5,,2021-04-28,70,FALSE,,FALSE,,
650 Eglinton Ave W,-79.419229,43.702668,Forest Hill North,TRUE,PRIVATE,1961,2017,102,8,650 Eglinton Avenue West,2020-11-23,85,TRUE,2016-05-11,TRUE,2017,0.3%
10 Shallmar Blvd,-79.4232835,43.7042982,Forest Hill North,TRUE,PRIVATE,1965,2017,138,11,Cromwell Management Inc.,2019-11-21,73,TRUE,2018-09-11,FALSE,,
2121 Bathurst St,-79.425261,43.703803,Forest Hill North,TRUE,PRIVATE,1964,2017,210,11,Marquesa Apartments Limited,2019-11-21,93,FALSE,,FALSE,,
200 Sherbourne St,-79.3709222,43.6571202,Moss Park,TRUE,TCHC,1978,2017,174,7,,2020-11-01,67,FALSE,,FALSE,,
266 Sherbourne St,-79.3718233,43.6592986,Moss Park,TRUE,PRIVATE,1974,2017,121,13,Bradley Court Ltd.,2019-01-23,81,FALSE,,FALSE,,
177 Mutual St,-79.376517,43.659555,Church-Yonge Corridor,TRUE,SOCIAL HOUSING,1991,2018,42,10,Myrmex Non-Profit Housing,2021-04-22,74,FALSE,,FALSE,,
262 Jarvis St,-79.376104,43.659579,Church-Yonge Corridor,TRUE,PRIVATE,1929,2017,72,6,Signet Group,2019-12-02,76,TRUE,2020-10-14,FALSE,,
48 Maxwell Ave,-79.4018854,43.7057619,Yonge-Eglinton,TRUE,PRIVATE,1928,2017,29,3,William Mcbrien Limited,2020-12-04,79,FALSE,,FALSE,,
875 Avenue Rd,-79.4059376,43.6993458,Yonge-Eglinton,TRUE,PRIVATE,1950,2018,10,3,Cando Apartments Ltd.,2020-11-03,75,FALSE,,FALSE,,
30 Edith Dr,-79.403372,43.70653,Yonge-Eglinton,TRUE,PRIVATE,1968,2017,172,13,Three R Property Management,2019-11-21,82,TRUE,2019-11-18,FALSE,,
437 Jarvis St,-79.3767449,43.664089,Cabbagetown-South St.James Town,TRUE,PRIVATE,1960,2017,76,7,683927 Ontario Limited,2019-12-03,72,FALSE,,FALSE,,
2900 Bathurst St,-79.429215,43.7145372,Englemount-Lawrence,TRUE,PRIVATE,1964,2017,117,14,2900 Bathurst Street,2019-11-20,83,TRUE,2018-08-09,FALSE,,
3010 Dufferin St,-79.4549952,43.7118731,Yorkdale-Glen Park,TRUE,SOCIAL HOUSING,1991,2018,202,10,Villa Charities Inc,2021-04-19,85,FALSE,,FALSE,,
236 Vaughan Rd,-79.4247974,43.6878289,Humewood-Cedarvale,TRUE,PRIVATE,1952,2017,79,5,Medallion Corporation,2019-02-19,79,TRUE,2021-04-22,FALSE,,
1654 Bathurst St,-79.4235475,43.6945919,Humewood-Cedarvale,TRUE,PRIVATE,1950,2017,72,5,Brosko Property Management,2019-03-07,86,FALSE,,FALSE,,
16 Albert Ave,-79.4891127,43.6159794,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1950,2017,18,3,Blue Roof Properties Ltd,2020-11-05,77,FALSE,,FALSE,,
2543 Lake Shore Blvd W,-79.4897083,43.6095076,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1952,2017,55,3,Capreit Limited Partenership,2020-01-17,76,TRUE,2016-11-30,TRUE,2019,2.55%
2529 Lake Shore Blvd W,-79.4881855,43.6100532,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1952,2017,61,4,Capreit Limited Partnership,2020-11-12,83,TRUE,2016-11-30,TRUE,2019,2.55%
58 Waterton Rd,-79.5174901,43.6939245,Humber Heights-Westmount,TRUE,TCHC,1963,2017,47,6,Del Managment,2020-12-08,71,FALSE,,FALSE,,
257 Sherbourne St,-79.371043,43.65926,Moss Park,TRUE,TCHC,1975,2017,102,4,TCH,2020-11-26,63,FALSE,,FALSE,,
106 Goodwood Park Crt,-79.2941606,43.6950293,Taylor-Massey,TRUE,PRIVATE,1961,2017,129,7,Ranee Management,2019-12-09,92,TRUE,2017-01-06,TRUE,2018,9%
1481 Kingston Rd,-79.2691611,43.6886682,Birchcliffe-Cliffside,TRUE,PRIVATE,1940,2017,15,3,1034523 Ontario Ltd,2020-12-01,53,FALSE,,FALSE,,
45 Trudelle St,-79.2424391,43.7395963,Eglinton East,TRUE,PRIVATE,1963,2018,66,6,Golden Equity Properties,2021-04-19,81,FALSE,,FALSE,,
201 Vaughan Rd,-79.4223635,43.6870793,Humewood-Cedarvale,TRUE,SOCIAL HOUSING,2009,2017,30,3,7774001 Canada Inc.,2020-12-10,81,FALSE,,FALSE,,
30 Kimbercroft Crt,-79.2383758,43.790698,Agincourt South-Malvern West,TRUE,PRIVATE,1980,2017,94,8,Davpart Inc,2019-11-27,85,FALSE,,FALSE,,
1319 Neilson Rd,-79.2179865,43.8084272,Malvern,TRUE,TCHC,1993,2017,124,13,Tch- Commertial,2020-11-26,81,FALSE,,FALSE,,
101 Coe Hill Dr,-79.4734953,43.6418206,High Park-Swansea,TRUE,PRIVATE,1955,2017,47,3,2130155 Ontario,2019-10-31,78,TRUE,2018-12-07,FALSE,,
2526 Bloor St W,-79.4897822,43.6480096,High Park-Swansea,TRUE,PRIVATE,1935,2017,19,4,Nil,2020-10-30,68,FALSE,,FALSE,,
66 Wasdale Crescent,-79.4380376,43.730653,Englemount-Lawrence,TRUE,PRIVATE,1956,2018,13,3,,2020-12-18,53,FALSE,,FALSE,,
1757 Victoria Park Ave,-79.3080812,43.7396604,Wexford/Maryvale,TRUE,PRIVATE,1963,2017,100,7,Capreit,2019-11-21,87,TRUE,2017-03-29,FALSE,,
3345 Weston Rd,-79.5399713,43.7438286,Humbermede,TRUE,PRIVATE,1963,2017,57,4,Pjjaslar Holdings,2019-11-19,74,FALSE,,FALSE,,
4001 Steeles Ave W,-79.5241374,43.7741564,Black Creek,TRUE,PRIVATE,1973,2017,356,17,N.h.d. Developments Limited,2019-11-19,78,FALSE,,FALSE,,
35 Duncanwoods Dr,-79.558065,43.7506113,Humber Summit,TRUE,PRIVATE,1969,2017,75,7,Gold Seal Management Inc.,2020-11-05,80,FALSE,,FALSE,,
55 Wynford Heights Crescent,-79.325021,43.727308,Banbury-Don Mills,TRUE,PRIVATE,1969,2017,344,21,H & R Property Management Ltd,2019-11-06,89,FALSE,,FALSE,,
65 Wynford Heights Crescent,-79.323832,43.728298,Banbury-Don Mills,TRUE,PRIVATE,1974,2017,327,21,H & R Property Management Ltd,2019-11-06,89,TRUE,"2017-03-29, 2016-01-07",TRUE,2018,0.98%
7 Rochefort Dr,-79.3372251,43.7177965,Flemingdon Park,TRUE,PRIVATE,1960,2017,64,3,,2019-10-31,86,FALSE,,FALSE,,
16 The Donway E,-79.3411708,43.7362206,Banbury-Don Mills,TRUE,PRIVATE,1959,2017,61,4,,2020-11-07,73,FALSE,,FALSE,,
12 The Donway E,-79.3409348,43.7353826,Banbury-Don Mills,TRUE,PRIVATE,1960,2017,40,4,,2020-11-06,76,FALSE,,FALSE,,
25 Riverwood Pkwy,-79.4888376,43.6398593,Stonegate-Queensway,TRUE,PRIVATE,1958,2017,50,4,Golfour Property Services Inc.,2020-11-19,83,FALSE,,FALSE,,
50 Matilda St,-79.3530364,43.6602481,South Riverdale,TRUE,TCHC,2008,2017,56,4,,2021-04-21,80,FALSE,,FALSE,,
66 Pacific Ave,-79.464796,43.655206,High Park North,TRUE,PRIVATE,1965,2017,230,16,Vertica Resident Services,2019-11-04,73,FALSE,,FALSE,,
70 Heath St W,-79.3986241,43.6899156,Yonge-St.Clair,TRUE,PRIVATE,1959,2017,35,3,Hollyburn Properties Ltd,2019-12-02,89,TRUE,"2020-02-04, 2017-05-17, 2016-04-22",FALSE,,
963 Pharmacy Ave,-79.300332,43.734969,Wexford/Maryvale,TRUE,SOCIAL HOUSING,1993,2017,72,4,,2019-11-21,95,FALSE,,FALSE,,
1817 Victoria Park Ave,-79.3097735,43.7433348,Wexford/Maryvale,TRUE,PRIVATE,1959,2017,36,4,,2020-12-17,76,FALSE,,FALSE,,
1860 Lawrence Ave E,-79.3030801,43.744073,Wexford/Maryvale,TRUE,SOCIAL HOUSING,1978,2017,89,8,,2019-11-21,82,FALSE,,FALSE,,
35 Shoreham Dr,-79.5186021,43.7686903,Black Creek,TRUE,TCHC,1969,2017,323,11,,2021-04-14,87,FALSE,,FALSE,,
310 Niska Rd,-79.5093954,43.7651132,Black Creek,TRUE,PRIVATE,1969,2017,167,13,E. Manson Investments Limited,2020-10-16,76,FALSE,,FALSE,,
14 The Donway E,-79.341002,43.735809,Banbury-Don Mills,TRUE,PRIVATE,1960,2017,40,4,,2020-11-06,69,FALSE,,FALSE,,
34 Riverwood Pkwy,-79.4903244,43.6397959,Stonegate-Queensway,TRUE,PRIVATE,1955,2017,35,4,Starlight Investments,2020-11-19,84,TRUE,2016-05-02,FALSE,,
10 Riverwood Pkwy,-79.4882392,43.639092,Stonegate-Queensway,TRUE,PRIVATE,1957,2019,52,3,,2019-10-30,78,FALSE,,FALSE,,
323 Park Lawn Rd,-79.4933656,43.6372017,Stonegate-Queensway,TRUE,PRIVATE,1955,2018,48,5,Sigma Canada,2020-11-25,80,TRUE,"2020-01-08, 2016-09-30",TRUE,2017,0.2%
33 Riverwood Pkwy,-79.489673,43.640199,Stonegate-Queensway,TRUE,PRIVATE,1958,2017,50,4,Golfour Property Services Inc.,2020-11-19,83,FALSE,,FALSE,,
5 Birchlea Ave,-79.5279063,43.5926331,Long Branch,TRUE,PRIVATE,1955,,13,3,,2019-12-13,76,FALSE,,FALSE,,
740 Midland Ave,-79.2567709,43.7292581,Kennedy Park,TRUE,PRIVATE,1959,2017,87,5,Hazelview Proeprties,2019-11-20,86,TRUE,2020-02-05,FALSE,,
99 Marlee Ave,-79.440266,43.701054,Forest Hill North,TRUE,PRIVATE,1960,2017,59,6,Flagship Property Ventures,2020-11-01,83,TRUE,2017-12-27,TRUE,2019,0.91%
2275 Victoria Park Ave,-79.3169545,43.7632082,Wexford/Maryvale,TRUE,PRIVATE,1962,2017,69,6,Parkwoods Management,2019-11-25,73,TRUE,2020-09-28,FALSE,,
70 Gulliver Rd,-79.4802141,43.699052,Brookhaven-Amesbury,TRUE,PRIVATE,1960,2017,19,3,,2019-11-06,80,FALSE,,FALSE,,
4 The Donway E,-79.3408449,43.7330632,Banbury-Don Mills,TRUE,PRIVATE,1950,2017,40,4,Compten Management Inc,2020-11-18,81,TRUE,2019-02-20,FALSE,,
2 The Donway E,-79.3418225,43.732872,Banbury-Don Mills,TRUE,PRIVATE,1950,2017,40,4,Compten Management Inc,2020-11-18,83,TRUE,2019-02-20,FALSE,,
4 Overland Dr,-79.3478612,43.7328976,Banbury-Don Mills,TRUE,PRIVATE,1961,2019,48,4,Akelius Canada Ltd,2019-11-05,76,FALSE,,FALSE,,
100 Graydon Hall Dr,-79.344175,43.76527,Parkwoods-Donalda,TRUE,PRIVATE,1970,2017,286,24,,2020-11-20,85,FALSE,,FALSE,,
2655 Bloor St W,-79.495605,43.649392,Stonegate-Queensway,TRUE,PRIVATE,1940,2017,45,5,,2020-10-29,80,FALSE,,FALSE,,
1276 Islington Ave,-79.525724,43.647667,Islington-City Centre West,TRUE,PRIVATE,1957,2017,202,13,Ranee Management,2019-10-29,75,TRUE,2017-11-21,TRUE,2018,0.7%
3725 Dundas St W,-79.4990375,43.6653211,Lambton Baby Point,TRUE,TCHC,1972,2017,153,10,,2020-10-20,83,FALSE,,FALSE,,
140 Carlton St,-79.374885,43.662984,Cabbagetown-South St.James Town,TRUE,PRIVATE,1973,2017,375,23,Wj Properties,2020-11-10,82,TRUE,2018-11-08,FALSE,,
3112 Yonge St,-79.4031112,43.7264002,Lawrence Park North,TRUE,PRIVATE,1957,2017,41,4,Ranee Management,2020-11-05,80,FALSE,,FALSE,,
3110 Yonge St,-79.402914,43.726204,Lawrence Park North,TRUE,PRIVATE,1957,2017,41,4,Ranee Management,2020-11-05,84,FALSE,,FALSE,,
500 Dawes Rd,-79.298177,43.703317,O'Connor-Parkview,TRUE,PRIVATE,1966,2018,305,14,Havcare Investments Inc.,2020-12-16,47,FALSE,,FALSE,,
10 Gower St,-79.297772,43.702421,O'Connor-Parkview,TRUE,SOCIAL HOUSING,1994,2017,164,7,,2021-04-22,87,FALSE,,FALSE,,
77 Wellesley St E,-79.38055,43.665525,Church-Yonge Corridor,TRUE,PRIVATE,1926,2017,30,4,Metcap Living Management Inc.,2019-12-03,86,TRUE,2016-07-29,FALSE,,
6 Park Vista,-79.298285,43.6983,O'Connor-Parkview,TRUE,PRIVATE,1971,2017,108,10,Capreit,2019-12-05,83,FALSE,,FALSE,,
7 Park Vista,-79.2980579,43.6978955,O'Connor-Parkview,TRUE,PRIVATE,1971,2017,84,8,Capreit,2019-12-05,88,FALSE,,FALSE,,
127 Glenwood Crescent,-79.3120334,43.7025084,O'Connor-Parkview,TRUE,PRIVATE,1955,2017,57,3,Falco Properties,2020-12-09,68,FALSE,,FALSE,,
2701 St Clair Ave E,-79.3118557,43.7054518,O'Connor-Parkview,TRUE,SOCIAL HOUSING,1983,2017,127,5,,2021-04-21,91,FALSE,,FALSE,,
2922 St Clair Ave E,-79.2998961,43.7085116,O'Connor-Parkview,TRUE,PRIVATE,1956,2017,16,4,Poloco Holdings Inc.,2020-11-18,79,FALSE,,FALSE,,
2892 St Clair Ave E,-79.3024294,43.7079772,O'Connor-Parkview,TRUE,PRIVATE,1955,2017,34,4,Greenwin Corp,2020-11-18,77,FALSE,,FALSE,,
392 Jane St,-79.4883643,43.6580123,Lambton Baby Point,TRUE,PRIVATE,1960,2017,32,6,,2019-10-31,69,FALSE,,FALSE,,
50 Gloucester St,-79.3831019,43.6673334,Church-Yonge Corridor,TRUE,PRIVATE,1928,2019,35,3,Akelius Canada Ltd,2019-12-03,77,FALSE,,FALSE,,
61 Charles St E,-79.383237,43.6689288,Church-Yonge Corridor,TRUE,PRIVATE,1930,2017,24,3,,2019-11-26,64,FALSE,,FALSE,,
88 Isabella St,-79.3813481,43.6687358,Church-Yonge Corridor,TRUE,PRIVATE,1968,2017,82,14,Capreit,2019-12-03,89,TRUE,2017-06-20,TRUE,2018,0.35%
205 Cosburn Ave,-79.3439347,43.6900739,Danforth East York,TRUE,PRIVATE,1967,2017,160,12,Ranee Management,2020-11-25,82,TRUE,2018-01-08,TRUE,2018,0.79%
50 Neptune Dr,-79.4348137,43.731773,Englemount-Lawrence,TRUE,PRIVATE,1960,2017,12,3,Dash Property Management,2021-04-20,65,FALSE,,FALSE,,
25 Hotspur Rd,-79.4347014,43.7325904,Englemount-Lawrence,TRUE,PRIVATE,1956,2017,11,3,,2020-11-19,78,FALSE,,FALSE,,
82 Neptune Dr,-79.4367274,43.7327278,Englemount-Lawrence,TRUE,PRIVATE,1969,2017,11,3,,2020-12-01,85,FALSE,,FALSE,,
1862 Bathurst St,-79.424504,43.697571,Humewood-Cedarvale,TRUE,PRIVATE,1951,2017,75,7,Starlight Investments,2019-11-27,76,TRUE,2018-10-22,FALSE,,
345 Westmount Ave,-79.4441625,43.6844161,Oakwood Village,TRUE,PRIVATE,1952,2017,29,3,,2021-05-05,71,FALSE,,FALSE,,
155 Lake Shore Dr,-79.5056473,43.5946591,New Toronto,TRUE,PRIVATE,1959,2017,33,5,Clv Group,2019-10-31,81,FALSE,,FALSE,,
66 15th St,-79.515484,43.6016932,New Toronto,TRUE,PRIVATE,1957,2017,23,3,G Merulla Inc.,2020-11-26,72,FALSE,,FALSE,,
105 25th St,-79.52335,43.596469,Long Branch,TRUE,PRIVATE,1970,2017,29,3,Century 21,2020-11-26,66,FALSE,,FALSE,,
1 Birchlea Ave,-79.5276951,43.5927156,Long Branch,TRUE,PRIVATE,1955,2017,10,3,Hd Property Management,2019-01-25,59,FALSE,,FALSE,,
292 The Kingsway,-79.5213203,43.6634999,Edenbridge-Humber Valley,TRUE,PRIVATE,1977,2017,22,4,,2021-05-06,74,FALSE,,FALSE,,
11 Bergamot Ave,-79.5575053,43.7149312,Rexdale-Kipling,TRUE,PRIVATE,1960,2017,130,7,Pinedale Properties Ltd,2020-11-16,68,FALSE,,FALSE,,
235 Gosford Blvd,-79.5223034,43.7701264,Black Creek,TRUE,PRIVATE,1974,2017,131,15,1351895 Ontario Limited,2020-11-09,74,FALSE,,FALSE,,
15 Penrose Rd,-79.3887904,43.7028932,Mount Pleasant West,TRUE,PRIVATE,1930,2017,26,3,Nazar Property,2020-12-01,71,FALSE,,FALSE,,
55 Brownlow Ave,-79.3906188,43.7066817,Mount Pleasant West,TRUE,PRIVATE,1964,2017,121,15,Royalwood Developments,2019-12-11,78,TRUE,2017-12-01,FALSE,,
299 Forman Ave,-79.385141,43.707742,Mount Pleasant East,TRUE,PRIVATE,1956,2017,29,4,Tdl Management Co.,2021-04-23,48,FALSE,,FALSE,,
551 Eglinton Ave E,-79.3785873,43.7104762,Mount Pleasant East,TRUE,PRIVATE,1960,2017,54,8,Akelius Canada Ltd,2021-04-21,70,FALSE,,FALSE,,
77 Roehampton Ave,-79.396151,43.708118,Mount Pleasant West,TRUE,PRIVATE,1989,2017,81,11,,2019-12-10,81,FALSE,,FALSE,,
125 Neptune Dr,-79.4396612,43.7308793,Englemount-Lawrence,TRUE,PRIVATE,1974,2017,171,15,Wj Properties.ca,2020-12-01,79,FALSE,,FALSE,,
102 Rajah St,-79.4386739,43.7304941,Englemount-Lawrence,TRUE,PRIVATE,1960,2018,12,3,985473 Ontario Inc.,2020-12-02,79,FALSE,,FALSE,,
2255 Victoria Park Ave,-79.316596,43.762401,Wexford/Maryvale,TRUE,PRIVATE,1964,2017,72,6,Greenwin Corp.,2019-11-25,88,TRUE,2017-05-16,FALSE,,
835 Birchmount Rd,-79.2774144,43.7293401,Ionview,TRUE,SOCIAL HOUSING,1992,2017,102,6,,2019-11-20,81,FALSE,,FALSE,,
21 Gulliver Rd,-79.4772078,43.6986484,Brookhaven-Amesbury,TRUE,PRIVATE,1961,2017,51,7,M&R Property Management,2019-11-06,83,TRUE,"2018-10-16, 2016-04-04",FALSE,,
150 Culford Rd,-79.487558,43.705229,Brookhaven-Amesbury,TRUE,PRIVATE,1954,2017,110,5,Cando Apartments Ltd.,2019-03-12,91,TRUE,2019-05-30,FALSE,,
2100 Keele St,-79.4765593,43.6995148,Brookhaven-Amesbury,TRUE,PRIVATE,1961,2017,71,6,Presidential Msh Corporation,2019-11-06,89,FALSE,,FALSE,,
42 Gulliver Rd,-79.4785701,43.6991198,Brookhaven-Amesbury,TRUE,PRIVATE,1960,2017,60,7,Gulliver Road Investments,2019-11-06,79,FALSE,,FALSE,,
2370 Keele St,-79.4782568,43.7064628,Brookhaven-Amesbury,TRUE,PRIVATE,1957,2017,46,4,,2020-11-10,83,FALSE,,FALSE,,
24 Forest Manor Rd,-79.344644,43.7710699,Henry Farm,TRUE,PRIVATE,1968,2017,128,10,Homestead Land Holdings,2019-01-07,97,TRUE,2019-01-07,TRUE,2019,5%
70 Clipper Rd,-79.3320107,43.7880173,Pleasant View,TRUE,PRIVATE,1970,2017,206,14,Schickedanz Bros. Properties,2019-11-18,90,FALSE,,FALSE,,
12 Deerford Rd,-79.350678,43.786193,Don Valley Village,TRUE,PRIVATE,1969,2017,137,12,Capreit,2019-11-07,94,FALSE,,FALSE,,
41 Mabelle Ave,-79.527713,43.6448405,Islington-City Centre West,TRUE,TCHC,1979,2017,350,19,,2019-10-29,87,FALSE,,FALSE,,
22 Burnhamthorpe Rd,-79.530352,43.6482384,Islington-City Centre West,TRUE,PRIVATE,1959,2017,42,5,Freiman Investments,2020-10-27,73,FALSE,,FALSE,,
313 The Kingsway,-79.5228843,43.6649865,Edenbridge-Humber Valley,TRUE,PRIVATE,1970,2017,18,4,Castlehill Property Management,2020-12-01,83,FALSE,,FALSE,,
80 Heath St W,-79.3991572,43.6895365,Yonge-St.Clair,TRUE,PRIVATE,1959,2017,35,3,Hollyburn Properties Ltd,2019-12-02,87,TRUE,2017-05-17,FALSE,,
10 Willowridge Rd,-79.569021,43.675523,Willowridge-Martingrove-Richview,TRUE,PRIVATE,1971,2017,328,19,H&R Property Management,2020-10-28,69,TRUE,"2019-10-18, 2016-03-10",FALSE,,
3171 Eglinton Ave E,-79.2200493,43.7426253,Scarborough Village,TRUE,TCHC,1965,2017,161,12,Del Management,2020-11-06,73,FALSE,,FALSE,,
2743 Victoria Park Ave,-79.3244859,43.7790545,L'Amoreaux,TRUE,TCHC,1971,2017,201,15,,2020-11-26,82,FALSE,,FALSE,,
5 Stag Hill Dr,-79.3107706,43.7029769,O'Connor-Parkview,TRUE,PRIVATE,1953,2018,15,4,Greenwin Corp.,2019-12-05,83,TRUE,"2021-04-15, 2016-12-12",FALSE,,
1085 Steeles Ave W,-79.448651,43.7913005,Westminster-Branson,TRUE,PRIVATE,1969,2017,100,15,,2020-11-03,77,FALSE,,FALSE,,
15 43rd St,-79.546159,43.59028,Long Branch,TRUE,SOCIAL HOUSING,1953,2017,25,3,,2019-10-30,80,FALSE,,FALSE,,
33 Rosehill Ave,-79.391057,43.686451,Rosedale-Moore Park,TRUE,PRIVATE,1969,2017,216,28,Quadreal Property Group,2019-11-27,87,FALSE,,FALSE,,
2303 Eglinton Ave E,-79.271204,43.730755,Ionview,TRUE,PRIVATE,1968,2017,169,7,Wall Real Estate,2019-11-20,85,FALSE,,FALSE,,
2293 Eglinton Ave E,-79.2717269,43.7306194,Ionview,TRUE,PRIVATE,1960,2017,118,7,Marbrook Developments Ltd.,2020-11-10,79,FALSE,,FALSE,,
807 Kennedy Rd,-79.267968,43.7337168,Ionview,TRUE,PRIVATE,1969,2017,34,5,Mpc Properties Inc.,2020-12-14,84,FALSE,,FALSE,,
819 Kennedy Rd,-79.2684378,43.7346509,Ionview,TRUE,PRIVATE,1961,2017,62,6,508 Dawes Rd. Ltd.,2019-11-25,80,FALSE,,FALSE,,
2567 Keele St,-79.4796572,43.7173873,Maple Leaf,TRUE,PRIVATE,1958,2017,26,4,N/A,2019-11-06,81,FALSE,,FALSE,,
2605 Keele St,-79.4799616,43.7191744,Maple Leaf,TRUE,PRIVATE,1950,2017,12,3,,2020-11-01,86,FALSE,,FALSE,,
2623 Keele St,-79.4802346,43.7203799,Maple Leaf,TRUE,PRIVATE,1965,2017,11,3,Correl Holdings Inc.,2019-11-05,79,FALSE,,FALSE,,
1747 Jane St,-79.5040312,43.704784,Rustic,TRUE,PRIVATE,1971,2017,102,15,Medallion Corporation,2020-11-02,80,FALSE,,FALSE,,
2500 Keele St,-79.4796415,43.7131136,Maple Leaf,TRUE,PRIVATE,1977,2018,95,12,Golden Equity Properties,2019-11-06,66,TRUE,2017-10-27,TRUE,2019,1.31%
11 Dervock Crescent,-79.380495,43.766209,Bayview Village,TRUE,PRIVATE,1959,2017,77,4,Capreit,2019-11-07,87,TRUE,"2019-05-27, 2016-12-28",FALSE,,
640 Sheppard Ave E,-79.382746,43.768448,Bayview Village,TRUE,PRIVATE,1970,2017,128,19,Vertica Resident Services,2019-11-07,91,TRUE,"2020-04-20, 2018-05-08, 2016-08-09",FALSE,,
4000 Don Mills Rd,-79.3614788,43.8103903,Hillcrest Village,TRUE,TCHC,1980,2017,397,6,,2021-04-24,76,FALSE,,FALSE,,
210 Cosburn Ave,-79.344341,43.6905466,Old East York,TRUE,PRIVATE,1968,2017,33,4,,2020-11-25,72,FALSE,,FALSE,,
22 Oakmount Rd,-79.4635445,43.6551784,High Park North,TRUE,PRIVATE,1965,2017,216,17,Wj Properties,2019-10-31,78,TRUE,2018-02-07,TRUE,2019,0.58%
205 Keele St,-79.4617879,43.6597169,High Park North,TRUE,PRIVATE,1958,2017,42,4,,2020-11-19,72,FALSE,,FALSE,,
99 Tyndall Ave,-79.427662,43.636647,South Parkdale,TRUE,PRIVATE,1957,2017,70,9,Akelius Canada Ltd,2021-04-22,66,FALSE,,FALSE,,
115 Tyndall Ave,-79.427965,43.637087,South Parkdale,TRUE,PRIVATE,1963,2017,108,10,Metcap Living Management Inc,2020-11-10,82,FALSE,,FALSE,,
135 Tyndall Ave,-79.4283311,43.6377225,South Parkdale,TRUE,PRIVATE,1963,2017,216,11,Metcap Living Management Inc,2019-03-14,89,TRUE,2016-11-23,FALSE,,
47 Spencer Ave,-79.42932,43.635756,South Parkdale,TRUE,PRIVATE,1962,2017,56,5,Metcap Living Management Inc,2019-11-04,76,FALSE,,FALSE,,
140 Springhurst Ave,-79.4365041,43.6357166,South Parkdale,TRUE,PRIVATE,1959,2019,20,5,,2020-12-10,74,FALSE,,FALSE,,
700 Ontario St,-79.373436,43.669954,North St.James Town,TRUE,PRIVATE,1967,2017,279,14,Ranee Management,2020-11-30,85,FALSE,,FALSE,,
670 Parliament St,-79.370913,43.670698,North St.James Town,TRUE,PRIVATE,1964,2017,239,15,Medallion Corporation,2019-01-30,80,TRUE,2017-06-22,TRUE,2019,0.04%
717 Broadview Ave,-79.3574674,43.6751655,North Riverdale,TRUE,TCHC,1972,2017,69,8,,2019-12-10,83,FALSE,,FALSE,,
818 Broadview Ave,-79.3589006,43.6780578,Playter Estates-Danforth,TRUE,PRIVATE,1950,2017,31,3,Tobis Investments Inc.,2020-12-15,80,FALSE,,FALSE,,
140 Jameson Ave,-79.4361158,43.6366792,South Parkdale,TRUE,PRIVATE,1955,2017,23,4,Metcap Living Management Inc.,2020-11-10,83,FALSE,,FALSE,,
120 Jameson Ave,-79.4359333,43.6358562,South Parkdale,TRUE,PRIVATE,1960,,90,7,,2020-11-04,76,FALSE,,FALSE,,
75 Dowling Ave,-79.437588,43.635078,South Parkdale,TRUE,TCHC,1989,2017,138,7,,2021-04-28,68,FALSE,,FALSE,,
120 Dowling Ave,-79.4388801,43.6364736,South Parkdale,TRUE,PRIVATE,1900,2017,17,3,Pergos Developments,2020-11-04,60,FALSE,,FALSE,,
29 Louvain Ave,-79.3369195,43.6625459,South Riverdale,TRUE,TCHC,1993,2017,51,4,TCH,2019-12-04,66,FALSE,,FALSE,,
110 Unity Rd,-79.3299291,43.6779343,Greenwood-Coxwell,TRUE,SOCIAL HOUSING,1983,2017,174,8,Dms Property Management Ltd.,2020-11-19,90,FALSE,,FALSE,,
